Species,Stock.or.Area,Year,Month,Day,Interaction.Type,County.Locale,STATE,Initial.Injury.Assessment,Comments,Final.Injury.Assessment,SI.Criteria.Supporting.Assessment,SI.Proration.Value,COUNT.AGAINST.LOF,COUNT.AGAINST.PBR
CALIFORNIA SEA LION,U.S.,2016,6,5,HOOK AND LINE FISHERY,MARIN,CA,SI,"RESTRAND. MODERATELY UNDERWEIGHT, HEAD WEAVING, DISORIENTED. FULL CIRCUMFERENCE CERVICAL SCAR FROM PREVIOUS MONOFILAMENT ENTANGLEMENT. TAGGED ON BOTH FLIPPERS DURING PREVIOUS STRAND BECAUSE OF ENTANGLEMENT. EUTHANIZED IN REHAB FACILITY.",DEAD,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,6,14,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,EMBEDDED MONOFILAMENT LINE NEAR EAR. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,6,15,HOOK AND LINE FISHERY,MONTEREY,CA,SI,"EMACIATED ANIMAL, FISH HOOKS IN MOUTH. ANIMAL DIED IN REHAB FACILITY.",DEAD,P5A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,6,15,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,FISHING HOOK IN PECTORAL RIGHT FLIPPER WITH LINE WRAPPED AROUND. OTHERWISE GOOD BODY CONDITION.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,6,15,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,6,16,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,EMACIATED ANIMAL WITH MONOFILAMENT ENTANGLEMENT AROUND NECK. DIED IN REHAB FACILITY.,DEAD,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,6,17,GILLNET FISHERY,SAN DIEGO,CA,SI,GOOD BODY CONDITION. ENTANGED WITH GILL NET AROUND NECK CAUSING LARGE OPEN GASHES. TREATED AND RELEASED FROM REHAB FACILITY.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,6,19,MARINE DEBRIS,CLALLAM,OR,SI,"CIRCUMFERENTIAL ENTANGLEMENT AROUND NECK, CONSTRICTING, MATERIAL UNKNOWN. NO RESCUE EFFORT.",SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,6,22,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,FISH HOOK ON LOWER LEFT LIP/MOUTH AREA. HOOK REMOVED AND ANIMAL RELEASED ON SITE. NO INFORMATION ON BODY CONDITION.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,6,22,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,FISH HOOK ON LEFT FRONT FLIPPER. HOOK REMOVED AND ANIMAL RELEASED ON SITE.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,6,22,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,FISH HOOK ON RIGHT FRONT FLIPPER. FISH HOOK WAS REMOVED AND ANIMAL WAS RELEASED ON SITE,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,7,2,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"MONOFILAMENT LINE WRAPPED AROUND ANIMAL'S NECK. ANIMAL GOOD WEIGHT, ACTIVE,ALERT. DIED IN REHAB FACILITY.",DEAD,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,7,4,MARINE DEBRIS,LOS ANGELES,CA,SI,EMACIATED ANIMAL WITH CIRCUMFERENTIAL ENTANGLEMENT WOUND AROUND NECK; DIED IN REHAB FACILITY. ENTANGLING MATERIAL NOT KNOWN.,DEAD,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,7,4,SHOOTING,MONTEREY,CA,SI,MODERATELY UNDERWEIGHT ANIMAL WITH DISPLACED JAW. EUTHANIZED IN REHAB FACILITY. BULLET FOUND IN NECK UPON NECROPSY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,7,9,SCIENTIFIC RESEARCH,SAN MIGUEL ISLAND,CA,DEAD,PUP DIED DURING CAPTURE EFFORTS DUE TO ASPHYXIATION.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,7,17,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"ANIMAL CAUGHT AT BEACH, REMOVED THREE HOOKS FROM NECK, MOUTH AND BOTTOM OF LEFT FRONT FLIPPER. ANIMAL RELEASED AT SITE.",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,7,24,SHOOTING,NA,OR,DEAD,BULLET/PELLET ENTRANCE HOLE IN SKULL; VARIOUS AREAS OF HEMORRHAGE IN BODY; TWO APPROXIMATELY 9 CM DIAMETER HOLES FILLED WITH SAND IN BODY.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,7,27,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,7,28,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,7,28,OPEN ACCESS CA HALIBUT BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,7,29,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,SUPERFICIAL ENTRY OF FISHING HOOK WITH LURE ON STOMACH. GOOD BODY CONDITION AND ATTITUDE. REMOVED HOOK AND RELEASED ON SITE.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,7,30,HOOK AND LINE FISHERY,ORANGE,CA,SI,"FISHING LINE AROUND NECK, SMALL WOUNDS REAR FLIPPERS. TREATED AT REHAB FACILITY AND RELEASED.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,7,31,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,LARGE FISH HOOK THROUGH RIGHT FRONT FLIPPER. REMOVED HOOK AND RELEASED ON SITE. GOOD BODY CONDITION.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,8,1,SHOOTING,LOS ANGELES,CA,SI,FISHING ENTANGLEMENT AROUND HEAD; LIMITED RANGE OF MOTION IN JAW; 2 SHOTGUN PELLETS BETWEEN SHOULDERS. EUTHANIZED AT REHAB FACILITY.,DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,8,2,VESSEL STRIKE,SAN DIEGO,CA,SI,"TRAUMA TO LEFT FRONT FLIPPER. APPROXIMATELY HALF OF THE TIP OF THE FLIPPER HAD BEEN SLICED OFF WITH BONE EXPOSED. DEHYDRATED, MILD TREMORS. SUSPECTED PROPELLER WOUND. ANIMAL EUTHANIZED IN REHAB FACILITY.",DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,8,8,GILLNET FISHERY,VENTURA,CA,DEAD,ENTANGLED IN GILLNET AROUND NECK.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,8,24,SHOOTING,CLATSOP,OR,DEAD,"BLOOD CLOTTING, EXTENSIVE HEMORRHAGE, AND SUSPICIOUS HOLES IN NECK; HEMORRHAGE IN HEAD AND BODY; URINE BLOODY; THE ANIMAL HAD GOOD BODY CONDITION",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,8,24,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,8,28,MARINE DEBRIS,LINCOLN,OR,SI,PACKING BAND CUTTING DEEPLY INTO NECK OF ANIMAL.,SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,9,1,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"FISHING LINE AROUND NECK, RIGHT ABOVE SHOULDERS. EMBEDDED WITH PUS AND LACERATIONS. TREATED AT REHAB FACILITY AND RELEASED.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,9,11,VESSEL STRIKE,ORANGE,CA,SI,ANIMAL HAS PROP STRIKES ACROSS MID SECTION. JUMPED INTO HARBOR PATROL BOAT AND ALLOWED TEAM TO NET WITH NO FIGHTING. WALKED INTO CAGE. PREVIOUSLY RELEASED TWICE BY PMMC. ON 7/21/16 AT CHANNEL ISLANDS AT 137.8 POUNDS. LOST 27.8 POUNDS IN 52 DAYS. TRANSFERRED TO PUBLIC DISPLAY FACILITY.,CAPTIVITY,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,9,12,MARINE DEBRIS,MONTEREY,CA,SI,"MILDLY UNDERWEIGHT ANIMAL WITH ENTANGLEMENT AROUND NECK TAKEN INTO REHAB, TREATED AND RELEASED. NO INFORMATION ON ENTANGLING MATERIAL.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,9,12,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"MONOFILAMENT LINE PREVIOUSLY AROUND NECK. UPON RESCUE, LINE WAS WRAPPED AROUND FLIPPER TAG. RELEASED ON SITE.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,9,12,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,9,13,GILLNET FISHERY,SAN DIEGO,CA,SI,"GILL NET EMBEDDED/ENTANGLED AROUND NECK. GOOD WEIGHT, ACTIVE, ALERT, VOCAL. TREATED AND RELEASED FROM REHAB FACILITY.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,9,14,HOOK AND LINE FISHERY,MONTEREY,CA,SI,MONOFILAMENT AROUND NECK DEEP ENOUGH TO EXPOSE MUSCLE. TREATED AT REHAB AND RELEASED.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,9,20,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,9,21,HOOK AND LINE FISHERY,ORANGE,CA,SI,"UNDERWEIGHT, FISH HOOK IN MOUTH RELEASED FROM PMMC ON 9/01/16 LOST 16.8 POUNDS IN 21 DAYS. ALTHOUGH ANIMAL WAS RELEASED FROM REHAB, WEIGHT LOSS WHILE IN REHAB CASTS DOUBT ON ABILITY OF ANIMAL TO SURVIVE POST-RELEASE.",SI,P5C,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,9,24,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,TWO INCH THREE HOOK FISHING LURE EMBEDDED IN THE TOP AND BOTTOM LIP OF THE OF THE ANIMAL MAKING HIM UNABLE TO OPEN HIS MOUTH. GOOD BODY CONDITION. ANIMAL WAS DE-HOOKED AND RELEASED ON SITE UNDER THE SUPERVISION OF A VETERINARIAN.,NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2016,10,2,SHOOTING,PACIFIC,OR,DEAD,"EVIDENCE COLLECTED TO ENFORCEMENT, CLEAR EVIDENCE HOLE WITH TRACK, BONE DAMAGE, AND AREAS OF HEMORRHAGE IN HEAD AND/OR BODY",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,10,8,SHOOTING,SANTA CRUZ,CA,SI,"BUCKSHOT IN HIS MUZZLE AND FACE AND A BULLET LODGED IN HIS LEFT SHOULDER, EMACIATED. HARASSED BY PEOPLE ON THE BEACH, PETTING. EUTHANIZED IN REHAB FACILITY.",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,10,12,MS CATCHER VESSELS MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,10,16,SCIENTIFIC RESEARCH,SAN MATEO,CA,DEAD,ANO NUEVO ISLAND. ASPHYXIATION RESULTING FROM CAPTURE ACTIVITIES.,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,10,18,SHOOTING,CLATSOP,OR,DEAD,"CLEAR EVIDENCE HOLE IN OCCIPITAL BONE, VARIOUS AREAS OF HEMORRHAGE AND SUSPICIOUS HOLES IN ANIMAL, INCLUDING ABDOMEN",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,10,24,MARINE DEBRIS,SAN DIEGO,CA,SI,ACTIVE ANIMAL WITH GOOD BODY CONDITION HAD A PAIR OF SWIM GOGGLES AROUND MIDSECTION OF BODY. GOGGLES REMOVED AND ANIMAL RELEASED ON SITE.,NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,10,26,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"ANIMAL THAT HAD STRANDED MULTIPLE TIMES WITH FISH HOOK IN LEFT SIDE OF MOUTH AND IN LEFT REAR FLIPPER. VERY THIN BODY. TREATED AT REHAB FACILITY, BUT NO NOTES ON OUTCOME. TREATED AS SERIOUS INJURY, BASED ON MULTIPLE STRANDINGS AND BODY CONDITION.",SI,P5C,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,10,27,MS CATCHER VESSELS MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,10,28,VESSEL STRIKE,MARIN,CA,SI,EMACIATED. BLUNT FORCE TRAUMA TO PELVIS DUE TO BOAT STRIKE. EUTHANIZED IN REHAB FACILITY.,DEAD,P15,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,10,28,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,10,28,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,10,29,CATCH SHARES BOTTOM TRAWL,OFFSHORE,CA,NSI,ANIMAL CAPTURED IN NET. RELEASED ALIVE AFTER BEING BROUGHT ON BOARD.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,10,29,MS CATCHER VESSELS MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,10,31,MARINE DEBRIS,MONTEREY,CA,SI,"EMACIATED, ENTANGLEMENT CUTTING IN AROUND SHOULDERS. EUTHANIZED IN REHAB FACILITY. INITIALLY IDENTIFIED AS FISHERY INTERACTION, BUT TYPE OF ENTANGLING MATERIAL WAS NOT IDENTIFIED.",DEAD,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,11,3,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,5,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,6,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,11,6,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,11,6,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,11,6,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,7,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,7,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,7,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,8,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,8,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,9,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,10,CATCHER PROCESSOR MIDWATER TRAWL,,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,12,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,12,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,12,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,12,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,12,CATCHER PROCESSOR MIDWATER TRAWL,,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,13,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,13,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,13,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,13,CATCHER PROCESSOR MIDWATER TRAWL,,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,14,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,14,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,14,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,14,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,14,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,15,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,15,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,15,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,15,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,15,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,15,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,15,CATCHER PROCESSOR MIDWATER TRAWL,,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,16,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,16,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,16,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,16,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,16,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,11,17,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,17,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,17,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,17,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,17,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,18,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,18,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,18,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,18,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,DEAD,ANIMAL KILLED IN GEAR.,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2016,11,18,CATCHER PROCESSOR MIDWATER TRAWL,OFFSHORE,OR,NSI,ANIMAL BRIEFLY ENTANGLED AND RELEASED WITHOUT APPARENT INJURY.,NSI,P4,0,N,N
CALIFORNIA SEA LION,U.S.,2016,12,3,GILLNET FISHERY,SAN DIEGO,CA,SI,"GILL NET DEEPLY EMBEDDED AROUND NECK. BODY CONDITION GOOD, HYDRATION LEVEL GOOD. TREATED AT REHAB FACILITY AND RELEASED.",NSI,P7B,0,N,N
CALIFORNIA SEA LION,U.S.,2016,12,4,SHOOTING,CLATSOP,OR,DEAD,"EVIDENCE HOLE AND FRACTURES IN SKULL W/ASSOC. HEMORRHAGE, AS WELL AS PALATE, SNOUT, AND TOOTH DAMAGE",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2016,12,12,SHOOTING,CLATSOP,OR,DEAD,"SUSPICIOUS 1-CM DIA. HOLE THROUGH SKIN AT DORSAL SNOUT, WITH SNOUT SHATTERED; SIMILAR HOLE AT MANDIBLE; DEEP HEMORRHAGE IN VARIOUS AREAS OF BODY",DEAD,NA,1,N,Y
